accession	MGE
NZ_CP023958	plasmid
NZ_CP015245	plasmid
NZ_CP024236	plasmid
NZ_CP024234	plasmid
NZ_CP024250	plasmid
NZ_CP024251	plasmid
NZ_CP024261	plasmid
NZ_CP024281	plasmid
NZ_CP024225	plasmid
NZ_CP024224	plasmid
NZ_CP024247	plasmid
NZ_CP024246	plasmid
NZ_CP024290	plasmid
NZ_CP024651	plasmid
NZ_CP024722	plasmid
NZ_CP024719	plasmid
NZ_CP024833	plasmid
NZ_CP024853	plasmid
NZ_CP024818	plasmid
NZ_CP024824	plasmid
NZ_CP024825	plasmid
NZ_CP024858	plasmid
NZ_CP024888	plasmid
NZ_CP024802	plasmid
NZ_CP024803	plasmid
NZ_CP024804	plasmid
NZ_CP027203	plasmid
NZ_CP027204	plasmid
NZ_CP027201	plasmid
NZ_CP025945	plasmid
NZ_CP025946	plasmid
NZ_CP025947	plasmid
NZ_CP024135	plasmid
NZ_CP024139	plasmid
NZ_CP024156	plasmid
NZ_CP024148	plasmid
NZ_CP024149	plasmid
NZ_CP024128	plasmid
NZ_CP024132	plasmid
NZ_CP025253	plasmid
NZ_CP025252	plasmid
NZ_CP019052	plasmid
NZ_CP019073	plasmid
NZ_CP019072	plasmid
NZ_CP024053	plasmid
NZ_CP024616	plasmid
NZ_CP024615	plasmid
NZ_CP026207	plasmid
NZ_CP026209	plasmid
NZ_CP026201	plasmid
NZ_CP026402	plasmid
NZ_CP014112	plasmid
NZ_CP014109	plasmid
NZ_CP026577	plasmid
NZ_CP026572	plasmid
NZ_CP026573	plasmid
NZ_CP026574	plasmid
NZ_CP026575	plasmid
NZ_CP026493	plasmid
NZ_CP027137	plasmid
NZ_CP027136	plasmid
NZ_CP027139	plasmid
NZ_CP027132	plasmid
NZ_CP027131	plasmid
NZ_CP027396	plasmid
NZ_CP027393	plasmid
NZ_CP027258	plasmid
NZ_CP027257	plasmid
NZ_CP027259	plasmid
NZ_CP027536	plasmid
NZ_CP027125	plasmid
NZ_CP027128	plasmid
NZ_CP027345	plasmid
NZ_CP027450	plasmid
NZ_CP027554	plasmid
NZ_CP027592	plasmid
NZ_CP027574	plasmid
NZ_CP027333	plasmid
NZ_CP027332	plasmid
NZ_CP027384	plasmid
NZ_CP027765	plasmid
NZ_CP028167	plasmid
NZ_CP027120	plasmid
NZ_CP028577	plasmid
NZ_CP028575	plasmid
NZ_CP029105	plasmid
NZ_CP029106	plasmid
NZ_CP029113	plasmid
NZ_CP029116	plasmid
NZ_CP029120	plasmid
NZ_CP029114	plasmid
NZ_CP029121	plasmid
NZ_CP029112	plasmid
NZ_CP029109	plasmid
NZ_CP029184	plasmid
NZ_CP029183	plasmid
NZ_CP028114	plasmid
NZ_CP028123	plasmid
NZ_CP028119	plasmid
NZ_CP029245	plasmid
NZ_CP029581	plasmid
NZ_CP029690	plasmid
NZ_CP029977	plasmid
NZ_CP029976	plasmid
NZ_CP029366	plasmid
NZ_CP030330	plasmid
NZ_CP030332	plasmid
NZ_CP030339	plasmid
NZ_CP030340	plasmid
NZ_CP030334	plasmid
NZ_CP030333	plasmid
NZ_CP030338	plasmid
NZ_CP029979	plasmid
NZ_CP030766	plasmid
NZ_CP030769	plasmid
NZ_CP031106	plasmid
NZ_CP031138	plasmid
NZ_CP031139	plasmid
NZ_CP030113	plasmid
NZ_CP030114	plasmid
NZ_CP030115	plasmid
NZ_CP030116	plasmid
NZ_CP031216	plasmid
NZ_CP031234	plasmid
NZ_CP031322	plasmid
NZ_CP031550	plasmid
NZ_CP031657	plasmid
NZ_CP031658	plasmid
NZ_CP030284	plasmid
NZ_CP022687	plasmid
NZ_CP023342	plasmid
NZ_CP032203	plasmid
NZ_CP032205	plasmid
NZ_CP032262	plasmid
NZ_CP019955	plasmid
NZ_CP019956	plasmid
NZ_CP032517	plasmid
NZ_CP032991	plasmid
NZ_CP032990	plasmid
NZ_CP033091	plasmid
NZ_CP033380	plasmid
NZ_CP033399	plasmid
NZ_CP033397	plasmid
NZ_CP033398	plasmid
NZ_CP033764	plasmid
NZ_CP033765	plasmid
NZ_CP033763	plasmid
NZ_CP033766	plasmid
NZ_CP033849	plasmid
NZ_CP033851	plasmid
NZ_CP033853	plasmid
NZ_CP033852	plasmid
NZ_CP033881	plasmid
NZ_CP033879	plasmid
NZ_CP023836	plasmid
NZ_CP023837	plasmid
NZ_CP023838	plasmid
NZ_CP023852	plasmid
NZ_CP023855	plasmid
NZ_CP023856	plasmid
NZ_CP023857	plasmid
NZ_CP023858	plasmid
NZ_CP023828	plasmid
NZ_CP023829	plasmid
NZ_CP023830	plasmid
NZ_CP023831	plasmid
NZ_CP023832	plasmid
NZ_CP023833	plasmid
NZ_CP023822	plasmid
NZ_CP023823	plasmid
NZ_CP023824	plasmid
NZ_CP023825	plasmid
NZ_CP023846	plasmid
NZ_CP023847	plasmid
NZ_CP023848	plasmid
NZ_CP022732	plasmid
NZ_CP025863	plasmid
NZ_CP025864	plasmid
NZ_CP025915	plasmid
NZ_CP025853	plasmid
NZ_CP025843	plasmid
NZ_CP025885	plasmid
NZ_CP025919	plasmid
NZ_AP018806	plasmid
NZ_AP018807	plasmid
NZ_AP018811	plasmid
NZ_AP018812	plasmid
NZ_CP031297	plasmid
NZ_CP031296	plasmid
NZ_CP034744	plasmid
NZ_CP034740	plasmid
NZ_CP034743	plasmid
NZ_CP034742	plasmid
NZ_CP034741	plasmid
NZ_CP034798	plasmid
NZ_CP034807	plasmid
NZ_CP025575	plasmid
NZ_CP035125	plasmid
NZ_CP035126	plasmid
NZ_CP035127	plasmid
NZ_CP035128	plasmid
NZ_CP034391	plasmid
NZ_CP034392	plasmid
NZ_CP035487	plasmid
NZ_CP035488	plasmid
NZ_CP035489	plasmid
NZ_CP035479	plasmid
NZ_CP035481	plasmid
NZ_CP035482	plasmid
NZ_CP035480	plasmid
NZ_CP035483	plasmid
NZ_CP034397	plasmid
NZ_CP034400	plasmid
NZ_CP034398	plasmid
NZ_CP034402	plasmid
NZ_CP034405	plasmid
NZ_CP034403	plasmid
NZ_CP026644	plasmid
NZ_CP035518	plasmid
NZ_CP035520	plasmid
NZ_CP035521	plasmid
NZ_CP035519	plasmid
NZ_CP035522	plasmid
NZ_CP035470	plasmid
NZ_CP035471	plasmid
NZ_CP035473	plasmid
NZ_CP035474	plasmid
NZ_CP035472	plasmid
NZ_CP035475	plasmid
NZ_CP035722	plasmid
NZ_CP035724	plasmid
NZ_CP035725	plasmid
NZ_CP035723	plasmid
NZ_CP035726	plasmid
NZ_CP036179	plasmid
NZ_CP036182	plasmid
NZ_CP036183	plasmid
NZ_CP036184	plasmid
NZ_CP036185	plasmid
NZ_CP036205	plasmid
NZ_CP036206	plasmid
NZ_CP036207	plasmid
NZ_CP035314	plasmid
NZ_CP029059	plasmid
NZ_CP029061	plasmid
NZ_CP038181	plasmid
NZ_CP028322	plasmid
NZ_CP028323	plasmid
NZ_CP038794	plasmid
NZ_CP038795	plasmid
NZ_LT838198	plasmid
NZ_LT838197	plasmid
NZ_LT838203	plasmid
NZ_LT838201	plasmid
NZ_LT883140	plasmid
NZ_LS998788	plasmid
NZ_LS999563	plasmid
NZ_LS999564	plasmid
NZ_LR025103	plasmid
NZ_LR025104	plasmid
NZ_LS992173	plasmid
NZ_LS992170	plasmid
NZ_LS992194	plasmid
NZ_LS992188	plasmid
NZ_LR130547	plasmid
NZ_LR130560	plasmid
NZ_LR130561	plasmid
NZ_LR130554	plasmid
NC_011743	plasmid
NC_012780	plasmid
NC_010549	plasmid
NC_010550	plasmid
NZ_AP017306	plasmid
NZ_AP017307	plasmid
NC_018751	plasmid
NZ_CP003562	plasmid
NZ_CP018094	plasmid
NC_010331	plasmid
NZ_CP009342	plasmid
NZ_CP009437	plasmid
NZ_CP009441	plasmid
NZ_CP009443	plasmid
NZ_CP009446	plasmid
NZ_CP009445	plasmid
NZ_CP009655	plasmid
NZ_CP014516	plasmid
NZ_CP016929	plasmid
NC_015664	plasmid
NC_015657	plasmid
NZ_CP009352	plasmid
NZ_CP010447	plasmid
NZ_CP013337	plasmid
NZ_CP013335	plasmid
NZ_CP013332	plasmid
NZ_CP013333	plasmid
NZ_CP007063	plasmid
NZ_CP007066	plasmid
NC_021277	plasmid
NZ_CP013122	plasmid
NZ_CP013123	plasmid
NZ_LN831028	plasmid
NZ_AP017969	plasmid
NZ_AP017970	plasmid
NZ_CP028104	plasmid
NC_015461	plasmid
NZ_CP028898	plasmid
NZ_CP014964	plasmid
NZ_CP017270	plasmid
NC_022092	plasmid
NC_006509	plasmid
NZ_CP007130	plasmid
NC_007515	plasmid
NZ_AP014816	plasmid
NZ_AP014817	plasmid
NZ_AP014818	plasmid
NZ_AP014819	plasmid
NZ_AP014820	plasmid
NZ_AP014824	plasmid
NZ_AP014828	plasmid
NZ_AP014823	plasmid
NZ_AP014829	plasmid
NZ_AP014827	plasmid
NZ_AP014830	plasmid
NZ_AP014831	plasmid
NZ_AP014832	plasmid
NZ_CP028920	plasmid
NC_012794	plasmid
NC_012790	plasmid
NC_013412	plasmid
NC_014916	plasmid
NC_014651	plasmid
NZ_CP008935	plasmid
NC_009329	plasmid
NC_014549	plasmid
NC_014548	plasmid
NC_010124	plasmid
NC_010123	plasmid
NZ_CP012751	plasmid
NZ_CP033082	plasmid
NZ_CP033083	plasmid
NC_006672	plasmid
NC_006675	plasmid
NC_006676	plasmid
NZ_LT900339	plasmid
NZ_LT900343	plasmid
NC_019746	plasmid
NC_020051	plasmid
NC_019759	plasmid
NC_019747	plasmid
NZ_CP023058	plasmid
NZ_CP023059	plasmid
NZ_CP023060	plasmid
NC_015498	plasmid
NC_018657	plasmid
NC_013442	plasmid
NC_016907	plasmid
NZ_CP025436	plasmid
NC_018580	plasmid
NC_018582	plasmid
NZ_CP032625	plasmid
NC_015057	plasmid
NC_015065	plasmid
NC_015058	plasmid
NC_015059	plasmid
NC_015060	plasmid
NZ_CP034146	plasmid
NZ_CP015380	plasmid
NZ_CP014328	plasmid
NC_015955	plasmid
NC_015959	plasmid
NC_014735	plasmid
NC_014731	plasmid
NC_014736	plasmid
NC_014732	plasmid
NC_014737	plasmid
NZ_CP019330	plasmid
NZ_LT960615	plasmid
NZ_CP034942	plasmid
NZ_CP011948	plasmid
NZ_CP011949	plasmid
NZ_CP011950	plasmid
NZ_CP011951	plasmid
NC_017669	plasmid
NC_017670	plasmid
NZ_CP022107	plasmid
NZ_CP022108	plasmid
NC_015944	plasmid
NC_023012	plasmid
NC_023011	plasmid
NZ_LN831303	plasmid
NZ_LN831304	plasmid
NZ_LN831305	plasmid
NC_015511	plasmid
NC_015512	plasmid
NC_015513	plasmid
NZ_CP019453	plasmid
NZ_CP019451	plasmid
NZ_CP019452	plasmid
NC_014298	plasmid
NC_014299	plasmid
NC_014300	plasmid
NC_014301	plasmid
NC_014302	plasmid
NC_014303	plasmid
NC_012030	plasmid
NZ_CP019287	plasmid
NZ_CP007056	plasmid
NZ_CP007057	plasmid
NZ_CP007058	plasmid
NZ_CP007059	plasmid
NZ_CP026119	plasmid
NZ_CP035511	plasmid
NZ_CP035512	plasmid
NZ_CP035513	plasmid
NZ_CP035514	plasmid
NZ_CP035506	plasmid
NZ_CP035507	plasmid
NZ_CP035508	plasmid
NC_006395	plasmid
NC_006394	plasmid
NC_006393	plasmid
NC_006392	plasmid
NC_006391	plasmid
NC_006390	plasmid
NC_006389	plasmid
NC_019100	plasmid
NC_017943	plasmid
NC_017942	plasmid
NC_013201	plasmid
NZ_CP019045	plasmid
NZ_AP017559	plasmid
NC_002608	plasmid
NC_001869	plasmid
NC_010368	plasmid
NC_010369	plasmid
NC_010366	plasmid
NC_010367	plasmid
NZ_CP011054	plasmid
NZ_CP031147	plasmid
NZ_CP031149	plasmid
NZ_CP031151	plasmid
NZ_CP031152	plasmid
NZ_CP010531	plasmid
NZ_CP010532	plasmid
NZ_CP010533	plasmid
NZ_CP019068	plasmid
NZ_CP019069	plasmid
NZ_CP034693	plasmid
NZ_CP034691	plasmid
NZ_CP034690	plasmid
NZ_CP035120	plasmid
NZ_CP035121	plasmid
NZ_CP035122	plasmid
NZ_CP007061	plasmid
NZ_CP008875	plasmid
NZ_CP011565	plasmid
NZ_CP019156	plasmid
NZ_CP019157	plasmid
NC_021913	plasmid
NZ_AP017570	plasmid
NZ_AP017571	plasmid
NC_013744	plasmid
NC_013745	plasmid
NC_013746	plasmid
NC_013747	plasmid
NC_013748	plasmid
NC_013749	plasmid
NC_013966	plasmid
NC_013964	plasmid
NC_013968	plasmid
NC_013965	plasmid
NC_008213	plasmid
NC_017457	plasmid
NC_017460	plasmid
NC_017458	plasmid
NC_015658	plasmid
NC_015667	plasmid
NC_015659	plasmid
NC_008230	plasmid
NZ_CP021887	plasmid
NC_017738	plasmid
NC_017736	plasmid
NC_017762	plasmid
NC_008087	plasmid
NC_011334	plasmid
NC_011499	plasmid
NC_017383	plasmid
NC_014556	plasmid
NC_017356	plasmid
NC_017364	plasmid
NC_017363	plasmid
NC_017373	plasmid
NC_014257	plasmid
NC_017377	plasmid
NC_017380	plasmid
NC_017064	plasmid
NC_017734	plasmid
NC_017369	plasmid
NC_017370	plasmid
NC_019561	plasmid
NC_019562	plasmid
NC_019564	plasmid
NC_019565	plasmid
NC_020556	plasmid
NZ_CP012906	plasmid
NZ_AP014713	plasmid
NZ_CP018824	plasmid
NZ_CP009260	plasmid
NZ_CP022410	plasmid
NZ_CP031559	plasmid
NZ_CP034312	plasmid
NZ_AP017634	plasmid
NC_012983	plasmid
NC_006298	plasmid
NC_015561	plasmid
NC_015560	plasmid
NZ_CP037868	plasmid
NZ_CP006589	plasmid
NZ_CP006590	plasmid
NZ_CP010055	plasmid
NZ_CP010056	plasmid
NZ_CP010057	plasmid
NZ_CP014770	plasmid
NZ_CP014303	plasmid
NZ_CP032318	plasmid
NZ_CP032319	plasmid
NZ_CP032320	plasmid
NZ_CP037921	plasmid
NZ_CP007144	plasmid
NZ_CP007143	plasmid
NZ_CP007146	plasmid
NC_014634	plasmid
NC_014957	plasmid
NC_007801	plasmid
NZ_CP019729	plasmid
NZ_CP019938	plasmid
NZ_CP019939	plasmid
NZ_CP019940	plasmid
NZ_CP019942	plasmid
NZ_CP019941	plasmid
NC_014621	plasmid
NC_014626	plasmid
NC_017386	plasmid
NC_017385	plasmid
NZ_CP012909	plasmid
NZ_CP012910	plasmid
NZ_CP016593	plasmid
NZ_CP020568	plasmid
NC_009806	plasmid
NC_009660	plasmid
NC_020180	plasmid
NC_020182	plasmid
NZ_CP011573	plasmid
NZ_CP024884	plasmid
NZ_CP026757	plasmid
NZ_CP026758	plasmid
NZ_CP026759	plasmid
NZ_CP032930	plasmid
NZ_CP031757	plasmid
NZ_CP031758	plasmid
NZ_CP033818	plasmid
NZ_CP033819	plasmid
NZ_CP033820	plasmid
NZ_CP033821	plasmid
NZ_LR134251	plasmid
NC_018107	plasmid
NC_021501	plasmid
NZ_CP008845	plasmid
NZ_CP029144	plasmid
NZ_CP035218	plasmid
NZ_CP035219	plasmid
NZ_CP011613	plasmid
NZ_CP011632	plasmid
NZ_CP011628	plasmid
NZ_CP011626	plasmid
NZ_CP011625	plasmid
NZ_CP011592	plasmid
NZ_AP014955	plasmid
NZ_CP017932	plasmid
NZ_CP017933	plasmid
NZ_CP018359	plasmid
NZ_CP018358	plasmid
NZ_CP018357	plasmid
NZ_CP026279	plasmid
NZ_CP026718	plasmid
NZ_CP033846	plasmid
NZ_CP033845	plasmid
NC_006625	plasmid
NC_009649	plasmid
NC_009650	plasmid
NC_009651	plasmid
NC_009652	plasmid
NC_009653	plasmid
NC_017541	plasmid
NC_016846	plasmid
NC_016839	plasmid
NC_016840	plasmid
NC_016847	plasmid
NC_016841	plasmid
NZ_CP006660	plasmid
NZ_CP011984	plasmid
NZ_CP011993	plasmid
NC_022078	plasmid
NC_022083	plasmid
NZ_CP003998	plasmid
NZ_CP003995	plasmid
NZ_CP003994	plasmid
NZ_CP003996	plasmid
NZ_CP006921	plasmid
NZ_CP006925	plasmid
NZ_CP006928	plasmid
NZ_CP006924	plasmid
NZ_CP006802	plasmid
NZ_CP009774	plasmid
NZ_CP009772	plasmid
NZ_CP011315	plasmid
NZ_CP011316	plasmid
NZ_CP011619	plasmid
NZ_CP011643	plasmid
NZ_CP012755	plasmid
NZ_LN824138	plasmid
NZ_LN824136	plasmid
NZ_LN824137	plasmid
NZ_CP012991	plasmid
NZ_CP014305	plasmid
NZ_CP013321	plasmid
NZ_CP015503	plasmid
NZ_CP015505	plasmid
NZ_CP014764	plasmid
NZ_CP015133	plasmid
NZ_CP027040	plasmid
NZ_CP027041	plasmid
NZ_CP027050	plasmid
NZ_CP027052	plasmid
NZ_CP027058	plasmid
NZ_CP016920	plasmid
NZ_CP012563	plasmid
NZ_CP012562	plasmid
NZ_CP017388	plasmid
NZ_CP017936	plasmid
NZ_CP018317	plasmid
NZ_CP026582	plasmid
NZ_CP026583	plasmid
NZ_CP031882	plasmid
NZ_CP018431	plasmid
NZ_CP018425	plasmid
NZ_CP018433	plasmid
NZ_CP018340	plasmid
NZ_CP018445	plasmid
NZ_CP018444	plasmid
NZ_CP018440	plasmid
NZ_CP018446	plasmid
NZ_CP018439	plasmid
NZ_CP018453	plasmid
NZ_CP018349	plasmid
NZ_CP018348	plasmid
NZ_CP018667	plasmid
NZ_CP018666	plasmid
NZ_CP018665	plasmid
NZ_CP018673	plasmid
NZ_CP018672	plasmid
NZ_CP018694	plasmid
NZ_CP018738	plasmid
NZ_CP018740	plasmid
NZ_CP018739	plasmid
NZ_CP015390	plasmid
NZ_CP015391	plasmid
NZ_CP015396	plasmid
NZ_CP014300	plasmid
NZ_CP020065	plasmid
NZ_CP020905	plasmid
NZ_CP020840	plasmid
NZ_CP020844	plasmid
NZ_CP020846	plasmid
NZ_CP020845	plasmid
NZ_CP028539	plasmid
NZ_CP028540	plasmid
NZ_CP031717	plasmid
NZ_CP031718	plasmid
NZ_CP031719	plasmid
NZ_CP021543	plasmid
NZ_CP021700	plasmid
NZ_CP021717	plasmid
NZ_CP021742	plasmid
NZ_CP021954	plasmid
NZ_CP022576	plasmid
NZ_CP036363	plasmid
NZ_CP036364	plasmid
NZ_CP028801	plasmid
NZ_CP028802	plasmid
NZ_CP028803	plasmid
NZ_CP027065	plasmid
NZ_CP027066	plasmid
NZ_CP036322	plasmid
NZ_CP036323	plasmid
NZ_CP036324	plasmid
NZ_CP036326	plasmid
NZ_CP036325	plasmid
NZ_CP023944	plasmid
NZ_CP023940	plasmid
NZ_CP023945	plasmid
NZ_CP023915	plasmid
NZ_CP024195	plasmid
NZ_CP024196	plasmid
NZ_CP024197	plasmid
NZ_CP024491	plasmid
NZ_CP024492	plasmid
NZ_CP024493	plasmid
NZ_CP024494	plasmid
NZ_CP024495	plasmid
NZ_CP024485	plasmid
NZ_CP024486	plasmid
NZ_CP024487	plasmid
NZ_CP024488	plasmid
NZ_CP024498	plasmid
NZ_CP024462	plasmid
NZ_CP024463	plasmid
NZ_CP024464	plasmid
NZ_CP024465	plasmid
NZ_CP024567	plasmid
NZ_CP024568	plasmid
NZ_CP024569	plasmid
NZ_CP024511	plasmid
NZ_CP024512	plasmid
NZ_CP024513	plasmid
NZ_CP024514	plasmid
NZ_CP024505	plasmid
NZ_CP024506	plasmid
NZ_CP024518	plasmid
NZ_CP024519	plasmid
NZ_CP024520	plasmid
NZ_CP024525	plasmid
NZ_CP024526	plasmid
NZ_CP024527	plasmid
NZ_CP024532	plasmid
NZ_CP024533	plasmid
NZ_CP024534	plasmid
NZ_CP024539	plasmid
NZ_CP024540	plasmid
NZ_CP024541	plasmid
NZ_CP024553	plasmid
NZ_CP024554	plasmid
NZ_CP024555	plasmid
NZ_CP024560	plasmid
NZ_CP024561	plasmid
NZ_CP024562	plasmid
NZ_CP024574	plasmid
NZ_CP024575	plasmid
NZ_CP024502	plasmid
NZ_CP024503	plasmid
NZ_CP024840	plasmid
NZ_CP024836	plasmid
NZ_CP036374	plasmid
NZ_CP036375	plasmid
NZ_CP028579	plasmid
NZ_CP028580	plasmid
NZ_CP028581	plasmid
NZ_CP029779	plasmid
NZ_CP025041	plasmid
NZ_CP025042	plasmid
NZ_CP025459	plasmid
NZ_CP025460	plasmid
NZ_CP025470	plasmid
NZ_CP025469	plasmid
NZ_CP025464	plasmid
NZ_CP025465	plasmid
NZ_CP036303	plasmid
NZ_CP036304	plasmid
NZ_CP028779	plasmid
NZ_CP028780	plasmid
NZ_CP029379	plasmid
NZ_CP029380	plasmid
NZ_CP028785	plasmid
NZ_CP028545	plasmid
NZ_CP028546	plasmid
NZ_CP037967	plasmid
NZ_CP026176	plasmid
NZ_CP026184	plasmid
NZ_CP026183	plasmid
NZ_CP036331	plasmid
NZ_CP036332	plasmid
NZ_CP036333	plasmid
NZ_CP036334	plasmid
NZ_CP036449	plasmid
NZ_CP026393	plasmid
NZ_CP014122	plasmid
NZ_CP014125	plasmid
NZ_CP025215	plasmid
NZ_CP027148	plasmid
NZ_CP027154	plasmid
NZ_CP027153	plasmid
NZ_CP027151	plasmid
NZ_CP027157	plasmid
NZ_CP027159	plasmid
NZ_CP027164	plasmid
NZ_CP027163	plasmid
NZ_CP034042	plasmid
NZ_CP034043	plasmid
NZ_CP024432	plasmid
NZ_CP024434	plasmid
NZ_CP024435	plasmid
NZ_CP024436	plasmid
NZ_CP027617	plasmid
NZ_CP024879	plasmid
NZ_CP024919	plasmid
NZ_CP036308	plasmid
NZ_CP036309	plasmid
NZ_CP028795	plasmid
NZ_CP029385	plasmid
NZ_CP028788	plasmid
NZ_CP028789	plasmid
NZ_CP028718	plasmid
NZ_CP024041	plasmid
NZ_CP024042	plasmid
NZ_CP024043	plasmid
NZ_CP024044	plasmid
NZ_CP028998	plasmid
NZ_CP029098	plasmid
NZ_CP029139	plasmid
NZ_CP029585	plasmid
NZ_CP029584	plasmid
NZ_CP029589	plasmid
NZ_CP029592	plasmid
NZ_CP023252	plasmid
NZ_CP023253	plasmid
NZ_CP033392	plasmid
NZ_CP033393	plasmid
NZ_CP030344	plasmid
NZ_CP031737	plasmid
NZ_CP030130	plasmid
NZ_CP030131	plasmid
NZ_CP031801	plasmid
NZ_CP031804	plasmid
NZ_CP031807	plasmid
NZ_CP031816	plasmid
NZ_CP031812	plasmid
NZ_CP031813	plasmid
NZ_CP031797	plasmid
NZ_CP031616	plasmid
NZ_CP032172	plasmid
NZ_CP032177	plasmid
NZ_CP032190	plasmid
NZ_CP032199	plasmid
NZ_CP032206	plasmid
NZ_CP032210	plasmid
NZ_CP032211	plasmid
NZ_AP018675	plasmid
NZ_CP031819	plasmid
NZ_CP031820	plasmid
NZ_CP031821	plasmid
NZ_CP031822	plasmid
NZ_CP022918	plasmid
NZ_CP022921	plasmid
NZ_CP032832	plasmid
NZ_CP032838	plasmid
NZ_CP033403	plasmid
NZ_CP033630	plasmid
NZ_CP033759	plasmid
NZ_CP033778	plasmid
NZ_CP033779	plasmid
NZ_CP033949	plasmid
NZ_CP033950	plasmid
NZ_CP033951	plasmid
NZ_CP033952	plasmid
NZ_CP034050	plasmid
NZ_CP034051	plasmid
NZ_CP034052	plasmid
NZ_CP034127	plasmid
NZ_CP023842	plasmid
NZ_CP023843	plasmid
NZ_CP034762	plasmid
NZ_CP034763	plasmid
NZ_CP034764	plasmid
NZ_CP034765	plasmid
NZ_CP025579	plasmid
NZ_CP025580	plasmid
NZ_CP031564	plasmid
NZ_CP035774	plasmid
NZ_CP035910	plasmid
NZ_CP035911	plasmid
NZ_CP035912	plasmid
NZ_CP036189	plasmid
NZ_CP036196	plasmid
NZ_CP036197	plasmid
NZ_CP036198	plasmid
NZ_CP036338	plasmid
NZ_CP036368	plasmid
NZ_CP036369	plasmid
NZ_CP036370	plasmid
NZ_CP036445	plasmid
NZ_CP036441	plasmid
NZ_LR130551	plasmid
NZ_CP014698	plasmid
NZ_CP034139	plasmid
NZ_CP034339	plasmid
NZ_CP034134	plasmid
NZ_CP034135	plasmid
NZ_CP023480	plasmid
NZ_CP029433	plasmid
NZ_CP029438	plasmid
NZ_CP031259	plasmid
NZ_CP034682	plasmid
NZ_CP034676	plasmid
NZ_CP034680	plasmid
NZ_CP037445	plasmid
NZ_CP037447	plasmid
NZ_CP037448	plasmid
NZ_CP033826	plasmid
NZ_CP033827	plasmid
NZ_CP033825	plasmid
NC_011282	plasmid
NC_011281	plasmid
NZ_CP017282	plasmid
NZ_CP017288	plasmid
NZ_CP020852	plasmid
NZ_CP020850	plasmid
NZ_CP020849	plasmid
NZ_CP028552	plasmid
NZ_CP023981	plasmid
NZ_CP023983	plasmid
NZ_CP023982	plasmid
NZ_CP023979	plasmid
NZ_CP023986	plasmid
NZ_CP014683	plasmid
NZ_CP019447	plasmid
NZ_CP021469	plasmid
NZ_CP021470	plasmid
NZ_CP013255	plasmid
NZ_CP013256	plasmid
NZ_CP013257	plasmid
NZ_CP013258	plasmid
NC_016021	plasmid
NC_016022	plasmid
NC_016029	plasmid
NC_016900	plasmid
NC_016030	plasmid
NZ_CP019876	plasmid
NZ_CP019880	plasmid
NZ_CP019877	plasmid
NZ_CP019881	plasmid
NZ_CP018018	plasmid
NZ_CP023037	plasmid
NZ_CP023040	plasmid
NZ_CP023041	plasmid
NZ_CP023042	plasmid
NZ_CP036405	plasmid
NZ_CP036407	plasmid
NZ_CP036408	plasmid
NZ_CP036409	plasmid
NZ_CP036410	plasmid
NZ_CP036411	plasmid
NZ_CP036412	plasmid
NZ_CP036413	plasmid
NZ_CP036414	plasmid
NZ_CP036415	plasmid
NZ_CP036416	plasmid
NZ_CP036417	plasmid
NZ_CP036418	plasmid
NZ_CP004361	plasmid
NZ_CP004362	plasmid
NZ_CP019631	plasmid
NZ_CP019632	plasmid
NC_015218	plasmid
NC_015213	plasmid
NC_017472	plasmid
NC_017471	plasmid
NZ_CP031836	plasmid
NZ_CP014631	plasmid
NZ_CP014625	plasmid
NZ_CP014632	plasmid
NZ_CP014627	plasmid
NZ_CP014630	plasmid
NZ_CP014878	plasmid
NZ_CP014874	plasmid
NZ_CP014875	plasmid
NZ_CP014879	plasmid
NZ_CP014876	plasmid
NZ_CP014880	plasmid
NZ_CP014885	plasmid
NZ_CP014889	plasmid
NZ_CP014882	plasmid
NZ_CP014891	plasmid
NZ_CP014893	plasmid
NZ_CP014895	plasmid
NZ_CP014896	plasmid
NZ_CP014898	plasmid
NZ_CP014905	plasmid
NZ_CP014902	plasmid
NZ_CP014906	plasmid
NC_008499	plasmid
NC_008498	plasmid
NC_020820	plasmid
NC_020821	plasmid
NC_020826	plasmid
NC_020822	plasmid
NC_020823	plasmid
NC_020827	plasmid
NC_020824	plasmid
NC_020828	plasmid
NC_020825	plasmid
NZ_CP016799	plasmid
NZ_CP016800	plasmid
NZ_CP016801	plasmid
NZ_CP019753	plasmid
NZ_CP019754	plasmid
NZ_CP019735	plasmid
NZ_CP019736	plasmid
NZ_CP019737	plasmid
NZ_CP019740	plasmid
NZ_CP019741	plasmid
NZ_CP019742	plasmid
NZ_CP019744	plasmid
NZ_CP019745	plasmid
NZ_CP019746	plasmid
NZ_CP019748	plasmid
NZ_CP019749	plasmid
NZ_CP021480	plasmid
NZ_CP021478	plasmid
NZ_CP021482	plasmid
NZ_CP021483	plasmid
NZ_CP021673	plasmid
NZ_CP021672	plasmid
NZ_CP021461	plasmid
NZ_CP021460	plasmid
NZ_CP021458	plasmid
NZ_CP033887	plasmid
NC_015420	plasmid
NC_015429	plasmid
NC_016035	plasmid
NC_016034	plasmid
NC_020057	plasmid
NZ_AP012546	plasmid
NZ_CP017698	plasmid
NZ_CP017699	plasmid
NZ_CP017700	plasmid
NZ_CP017701	plasmid
NZ_CP017998	plasmid
NZ_CP026504	plasmid
