MGE,ARG,ARO Accession,Genome,Predicted_gene_name,Predicted_host,Associated_drug_class,MajorClass
P-P,sul2,ARO:3000412,NZ_CP029493.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_CP029688.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_CP029688.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_CP032239.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_CP032890.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_CP033251.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_CP033379.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_CP033632.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_CP034590.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_CP034789.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_CP040928.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_CP041590.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_CP047005.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_CP048027.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_CP050045.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_CP059387.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_CP063469.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_CP063502.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_CP071075.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_CP072527.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_CP072806.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_LR130553.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_LT985263.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_MG825383.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_MH763829.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_MK439959.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_MN086777.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul3,ARO:3000413,CP042617.1,ACJ63260.1,Escherichia coli ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul3,ARO:3000413,NZ_CP010154.1,ACJ63260.1,Escherichia coli ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul3,ARO:3000413,NZ_CP029493.1,ACJ63260.1,Escherichia coli ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul3,ARO:3000413,NZ_CP032239.1,ACJ63260.1,Escherichia coli ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul3,ARO:3000413,NZ_CP059289.1,ACJ63260.1,Escherichia coli ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul3,ARO:3000413,NZ_CP063488.1,ACJ63260.1,Escherichia coli ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul3,ARO:3000413,NZ_CP070907.1,ACJ63260.1,Escherichia coli ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul3,ARO:3000413,NZ_LR130553.1,ACJ63260.1,Escherichia coli ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul3,ARO:3000413,NZ_MN510447.1,ACJ63260.1,Escherichia coli ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul4,ARO:3004361,NZ_CP077204.1,WP_102607457.1,uncultured bacterium ,sulfonamide antibiotic,sulfonamide
P-P,TEM-1,ARO:3000873,CP042894.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,CP060164.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,IMGVR_UViG_3300028955_000001,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP010154.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP010243.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP018956.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP019262.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP019891.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP021835.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP025141.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP025144.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP025147.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP027605.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP029244.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP029493.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP029688.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP030285.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP032239.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP033379.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP034590.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP034755.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP034789.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP039843.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP040928.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP043218.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP050045.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP058165.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP059289.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP061398.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP063350.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP063477.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP063502.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP064114.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP069704.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP070907.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP071075.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP080123.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_CP080128.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_KP453775.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_KX015668.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_KX928752.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_LR130553.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_LR883966.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_MG825383.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_MN080489.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-1,ARO:3000873,NZ_MN510447.1,CAD09800.1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-116,ARO:3000979,KY563785.1,AAB39956.1,Staphylococcus aureus ,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-135,ARO:3000999,NZ_CP063488.1,CAG25427.1,Salmonella enterica subsp. enterica serovar Typhimurium ,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-190,ARO:3001050,NZ_CP068934.1,AEL88240.1,Escherichia coli ,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-206,ARO:3001383,NZ_MK419152.1,AGK82336.1,Escherichia coli ,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-210,ARO:3001387,NZ_CP044034.1,WP_032072208.1,Escherichia coli ,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-214,ARO:3001391,NZ_LT985263.1,AJO16044.1,Escherichia coli ,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,TEM-34,ARO:3000904,NZ_CP053046.1,AGE11905.1,Haemophilus parainfluenzae ,cephalosporin;monobactam;penam;penem,beta-lactam
P-P,tet(A) ,ARO:3000165,CP034786.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,CP034786.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,CP042894.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,CP042894.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,CP056619.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP010131.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP010146.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP010243.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP010243.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP010243.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP019262.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP021842.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP021846.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP029181.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP029244.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP029493.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP030285.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP032239.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP032239.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP032890.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP033379.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP033379.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP033632.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP034590.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP034789.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP044294.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP047005.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP048027.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP048823.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP050045.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP053046.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP053046.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP063469.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP063477.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP063477.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP063488.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP063502.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP063951.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP068592.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP068592.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP069684.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP069684.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP070289.2,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP070907.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP070916.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP072806.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP077204.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP077222.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP080123.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP080128.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP080128.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_CP080135.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_LR883966.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_LT985263.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_MG825383.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_MG825383.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_MK439959.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(A) ,ARO:3000165,NZ_MN086777.1,AAN06707.1,Shigella sonnei ,tetracycline antibiotic,multidrug
P-P,tet(B) ,ARO:3000166,Gammaproteobacteria_gi_565643352,BAC67143.1,Gram-negative bacterium TC71,tetracycline antibiotic,multidrug
P-P,tet(B) ,ARO:3000166,NC_023031.1,BAC67143.1,Gram-negative bacterium TC71,tetracycline antibiotic,multidrug
P-P,tet(B) ,ARO:3000166,NZ_CP010154.1,BAC67143.1,Gram-negative bacterium TC71,tetracycline antibiotic,multidrug
P-P,tet(B) ,ARO:3000166,NZ_CP023025.1,BAC67143.1,Gram-negative bacterium TC71,tetracycline antibiotic,multidrug
P-P,tet(B) ,ARO:3000166,NZ_CP040928.1,BAC67143.1,Gram-negative bacterium TC71,tetracycline antibiotic,multidrug
P-P,tet(B) ,ARO:3000166,NZ_CP059289.1,BAC67143.1,Gram-negative bacterium TC71,tetracycline antibiotic,multidrug
P-P,tet(B) ,ARO:3000166,NZ_CP071075.1,BAC67143.1,Gram-negative bacterium TC71,tetracycline antibiotic,multidrug
P-P,tet(B) ,ARO:3000166,NZ_CP072527.1,BAC67143.1,Gram-negative bacterium TC71,tetracycline antibiotic,multidrug
P-P,tet(B) ,ARO:3000166,NZ_KP453775.1,BAC67143.1,Gram-negative bacterium TC71,tetracycline antibiotic,multidrug
